STATE,COUNTY,YEAR,POP
Alabama,Lawrence County,2017,33063
Alabama,Lawrence County,2018,32941
Alabama,Lawrence County,2019,32924
Alabama,Lee County,2000,115430
Alabama,Lee County,2001,116819
Alabama,Lee County,2002,118392
Alabama,Lee County,2003,120071
Alabama,Lee County,2004,122274
Alabama,Lee County,2005,126133
Alabama,Lee County,2006,129247
Alabama,Lee County,2007,131934
Alabama,Lee County,2008,134524
Alabama,Lee County,2009,138566
Alabama,Lee County,2010,140247
Alabama,Lee County,2011,144130
Alabama,Lee County,2012,148567
Alabama,Lee County,2013,151809
Alabama,Lee County,2014,154511
Alabama,Lee County,2015,156954
Alabama,Lee County,2016,159168
Alabama,Lee County,2017,161440
Alabama,Lee County,2018,163656
Alabama,Lee County,2019,164542
Alabama,Limestone County,2000,65966
Alabama,Limestone County,2001,66936
Alabama,Limestone County,2002,67677
Alabama,Limestone County,2003,68578
Alabama,Limestone County,2004,69593
Alabama,Limestone County,2005,71303
Alabama,Limestone County,2006,73651
Alabama,Limestone County,2007,76063
Alabama,Limestone County,2008,78835
Alabama,Limestone County,2009,81326
Alabama,Limestone County,2010,82782
Alabama,Limestone County,2011,85557
Alabama,Limestone County,2012,87326
Alabama,Limestone County,2013,88916
Alabama,Limestone County,2014,90599
Alabama,Limestone County,2015,91565
Alabama,Limestone County,2016,92847
Alabama,Limestone County,2017,94130
Alabama,Limestone County,2018,96177
Alabama,Limestone County,2019,98915
Alabama,Lowndes County,2000,13471
Alabama,Lowndes County,2001,13329
Alabama,Lowndes County,2002,13231
Alabama,Lowndes County,2003,12996
Alabama,Lowndes County,2004,12623
Alabama,Lowndes County,2005,12397
Alabama,Lowndes County,2006,12124
Alabama,Lowndes County,2007,11973
Alabama,Lowndes County,2008,11813
Alabama,Lowndes County,2009,11486
Alabama,Lowndes County,2010,11299
Alabama,Lowndes County,2011,11140
Alabama,Lowndes County,2012,10851
Alabama,Lowndes County,2013,10661
Alabama,Lowndes County,2014,10494
Alabama,Lowndes County,2015,10350
Alabama,Lowndes County,2016,10248
Alabama,Lowndes County,2017,10097
Alabama,Lowndes County,2018,9974
Alabama,Lowndes County,2019,9726
Alabama,Macon County,2000,24047
Alabama,Macon County,2001,23925
Alabama,Macon County,2002,23563
Alabama,Macon County,2003,23110
Alabama,Macon County,2004,22685
Alabama,Macon County,2005,22388
Alabama,Macon County,2006,22227
Alabama,Macon County,2007,21942
Alabama,Macon County,2008,21597
Alabama,Macon County,2009,21190
Alabama,Macon County,2010,21452
Alabama,Macon County,2011,21284
Alabama,Macon County,2012,20608
Alabama,Macon County,2013,20021
Alabama,Macon County,2014,19641
Alabama,Macon County,2015,19296
Alabama,Macon County,2016,19060
Alabama,Macon County,2017,18793
Alabama,Macon County,2018,18321
Alabama,Macon County,2019,18068
Alabama,Madison County,2000,278006
Alabama,Madison County,2001,281517
Alabama,Madison County,2002,286439
Alabama,Madison County,2003,291342
Alabama,Madison County,2004,295655
Alabama,Madison County,2005,301474
Alabama,Madison County,2006,309170
Alabama,Madison County,2007,315859
Alabama,Madison County,2008,323526
Alabama,Madison County,2009,330856
Alabama,Madison County,2010,334811
Alabama,Madison County,2011,339565
Alabama,Madison County,2012,342730
Alabama,Madison County,2013,346625
Alabama,Madison County,2014,349796
Alabama,Madison County,2015,352977
Alabama,Madison County,2016,356729
Alabama,Madison County,2017,361762
Alabama,Madison County,2018,367004
Alabama,Madison County,2019,372909
Alabama,Marengo County,2000,22564
Alabama,Marengo County,2001,22203
Alabama,Marengo County,2002,22217
Alabama,Marengo County,2003,22025
Alabama,Marengo County,2004,21777
Alabama,Marengo County,2005,21569
Alabama,Marengo County,2006,21531
Alabama,Marengo County,2007,21475
Alabama,Marengo County,2008,21331
Alabama,Marengo County,2009,21170
Alabama,Marengo County,2010,21027
Alabama,Marengo County,2011,20661
Alabama,Marengo County,2012,20375
Alabama,Marengo County,2013,20119
Alabama,Marengo County,2014,19986
Alabama,Marengo County,2015,19766
Alabama,Marengo County,2016,19525
Alabama,Marengo County,2017,19396
Alabama,Marengo County,2018,19056
Alabama,Marengo County,2019,18863
Alabama,Marion County,2000,31137
Alabama,Marion County,2001,30777
Alabama,Marion County,2002,30608
Alabama,Marion County,2003,30554
Alabama,Marion County,2004,30516
Alabama,Marion County,2005,30494
Alabama,Marion County,2006,30779
Alabama,Marion County,2007,30849
Alabama,Marion County,2008,30918
Alabama,Marion County,2009,30646
Alabama,Marion County,2010,30776
Alabama,Marion County,2011,30652
Alabama,Marion County,2012,30484
Alabama,Marion County,2013,30224
Alabama,Marion County,2014,30199
Alabama,Marion County,2015,30119
Alabama,Marion County,2016,29960
Alabama,Marion County,2017,29792
Alabama,Marion County,2018,29750
Alabama,Marion County,2019,29709
Alabama,Marshall County,2000,82429
Alabama,Marshall County,2001,82477
Alabama,Marshall County,2002,83417
Alabama,Marshall County,2003,84348
Alabama,Marshall County,2004,85131
Alabama,Marshall County,2005,86516
Alabama,Marshall County,2006,88209
Alabama,Marshall County,2007,89605
Alabama,Marshall County,2008,91072
Alabama,Marshall County,2009,92213
Alabama,Marshall County,2010,93019
Alabama,Marshall County,2011,93895
Alabama,Marshall County,2012,94260
Alabama,Marshall County,2013,94356
Alabama,Marshall County,2014,94257
Alabama,Marshall County,2015,94585
Alabama,Marshall County,2016,95113
Alabama,Marshall County,2017,95572
Alabama,Marshall County,2018,96170
Alabama,Marshall County,2019,96774
Alabama,Mobile County,2000,400073
Alabama,Mobile County,2001,400129
Alabama,Mobile County,2002,398549
Alabama,Mobile County,2003,398082
Alabama,Mobile County,2004,397959
Alabama,Mobile County,2005,398942
Alabama,Mobile County,2006,402916
Alabama,Mobile County,2007,405715
Alabama,Mobile County,2008,409196
Alabama,Mobile County,2009,411994
Alabama,Mobile County,2010,412992
Alabama,Mobile County,2011,413068
Alabama,Mobile County,2012,413816
Alabama,Mobile County,2013,413918
Alabama,Mobile County,2014,414149
Alabama,Mobile County,2015,414462
Alabama,Mobile County,2016,414945
Alabama,Mobile County,2017,414045
Alabama,Mobile County,2018,413908
Alabama,Mobile County,2019,413210
Alabama,Monroe County,2000,24319
Alabama,Monroe County,2001,24120
Alabama,Monroe County,2002,24022
Alabama,Monroe County,2003,23853
Alabama,Monroe County,2004,23769
Alabama,Monroe County,2005,23683
Alabama,Monroe County,2006,23602
Alabama,Monroe County,2007,23437
Alabama,Monroe County,2008,23393
Alabama,Monroe County,2009,23218
Alabama,Monroe County,2010,23068
Alabama,Monroe County,2011,22796
Alabama,Monroe County,2012,22581
Alabama,Monroe County,2013,22170
Alabama,Monroe County,2014,21926
Alabama,Monroe County,2015,21717
Alabama,Monroe County,2016,21548
Alabama,Monroe County,2017,21290
Alabama,Monroe County,2018,21062
Alabama,Monroe County,2019,20733
Alabama,Montgomery County,2000,223428
Alabama,Montgomery County,2001,223048
Alabama,Montgomery County,2002,223185
Alabama,Montgomery County,2003,222680
Alabama,Montgomery County,2004,223002
Alabama,Montgomery County,2005,223608
Alabama,Montgomery County,2006,227291
Alabama,Montgomery County,2007,227888
Alabama,Montgomery County,2008,227461
Alabama,Montgomery County,2009,227607
Alabama,Montgomery County,2010,229363
Alabama,Montgomery County,2011,229189
Alabama,Montgomery County,2012,228874
Alabama,Montgomery County,2013,228190
Alabama,Montgomery County,2014,227551
Alabama,Montgomery County,2015,227279
Alabama,Montgomery County,2016,227170
Alabama,Montgomery County,2017,227265
Alabama,Montgomery County,2018,226504
Alabama,Montgomery County,2019,226486
Alabama,Morgan County,2000,111221
Alabama,Morgan County,2001,111682
Alabama,Morgan County,2002,111766
Alabama,Morgan County,2003,112898
Alabama,Morgan County,2004,113006
Alabama,Morgan County,2005,113964
Alabama,Morgan County,2006,115491
Alabama,Morgan County,2007,116397
Alabama,Morgan County,2008,117694
Alabama,Morgan County,2009,118954
Alabama,Morgan County,2010,119490
Alabama,Morgan County,2011,120024
Alabama,Morgan County,2012,120102
Alabama,Morgan County,2013,119571
Alabama,Morgan County,2014,119444
Alabama,Morgan County,2015,119257
Alabama,Morgan County,2016,119006
Alabama,Morgan County,2017,118918
Alabama,Morgan County,2018,119203
Alabama,Morgan County,2019,119679
Alabama,Perry County,2000,11809
Alabama,Perry County,2001,11645
Alabama,Perry County,2002,11549
Alabama,Perry County,2003,11301
Alabama,Perry County,2004,11153
Alabama,Perry County,2005,10881
Alabama,Perry County,2006,10677
Alabama,Perry County,2007,10774
Alabama,Perry County,2008,10722
Alabama,Perry County,2009,10690
Alabama,Perry County,2010,10591
Alabama,Perry County,2011,10450
Alabama,Perry County,2012,10163
Alabama,Perry County,2013,9999
Alabama,Perry County,2014,9801
Alabama,Perry County,2015,9640
Alabama,Perry County,2016,9532
Alabama,Perry County,2017,9302
Alabama,Perry County,2018,9070
Alabama,Perry County,2019,8923
Alabama,Pickens County,2000,20881
Alabama,Pickens County,2001,20873
Alabama,Pickens County,2002,20835
Alabama,Pickens County,2003,20527
Alabama,Pickens County,2004,20380
Alabama,Pickens County,2005,20192
Alabama,Pickens County,2006,20128
Alabama,Pickens County,2007,19989
Alabama,Pickens County,2008,19951
Alabama,Pickens County,2009,19814
Alabama,Pickens County,2010,19746
Alabama,Pickens County,2011,19354
Alabama,Pickens County,2012,19309
Alabama,Pickens County,2013,19300
Alabama,Pickens County,2014,20272
Alabama,Pickens County,2015,20776
Alabama,Pickens County,2016,20325
Alabama,Pickens County,2017,20204
Alabama,Pickens County,2018,19980
Alabama,Pickens County,2019,19930
Alabama,Pike County,2000,29748
Alabama,Pike County,2001,29844
Alabama,Pike County,2002,29695
Alabama,Pike County,2003,30050
Alabama,Pike County,2004,30593
Alabama,Pike County,2005,30772
Alabama,Pike County,2006,31309
Alabama,Pike County,2007,31761
Alabama,Pike County,2008,32149
Alabama,Pike County,2009,32560
Alabama,Pike County,2010,32899
Alabama,Pike County,2011,33025
Alabama,Pike County,2012,33215
Alabama,Pike County,2013,33715
Alabama,Pike County,2014,33199
Alabama,Pike County,2015,33496
Alabama,Pike County,2016,33464
Alabama,Pike County,2017,33349
Alabama,Pike County,2018,33242
Alabama,Pike County,2019,33114
Alabama,Randolph County,2000,22377
Alabama,Randolph County,2001,22465
Alabama,Randolph County,2002,22464
Alabama,Randolph County,2003,22359
Alabama,Randolph County,2004,22525
Alabama,Randolph County,2005,22658
Alabama,Randolph County,2006,22695
Alabama,Randolph County,2007,22662
Alabama,Randolph County,2008,22946
Alabama,Randolph County,2009,22864
Alabama,Randolph County,2010,22913
Alabama,Randolph County,2011,22745
Alabama,Randolph County,2012,22533
Alabama,Randolph County,2013,22547
Alabama,Randolph County,2014,22353
Alabama,Randolph County,2015,22594
Alabama,Randolph County,2016,22504
Alabama,Randolph County,2017,22687
Alabama,Randolph County,2018,22727
Alabama,Randolph County,2019,22722
Alabama,Russell County,2000,49805
Alabama,Russell County,2001,49622
Alabama,Russell County,2002,49489
Alabama,Russell County,2003,49065
Alabama,Russell County,2004,49498
Alabama,Russell County,2005,49731
Alabama,Russell County,2006,50459
Alabama,Russell County,2007,51074
Alabama,Russell County,2008,51434
Alabama,Russell County,2009,52162
Alabama,Russell County,2010,52947
Alabama,Russell County,2011,54852
Alabama,Russell County,2012,57500
Alabama,Russell County,2013,59149
Alabama,Russell County,2014,59224
Alabama,Russell County,2015,58844
Alabama,Russell County,2016,58185
Alabama,Russell County,2017,56985
Alabama,Russell County,2018,57784
Alabama,Russell County,2019,57961
Alabama,Shelby County,2000,144674
Alabama,Shelby County,2001,149358
Alabama,Shelby County,2002,153976
Alabama,Shelby County,2003,159704
Alabama,Shelby County,2004,165757
Alabama,Shelby County,2005,171691
Alabama,Shelby County,2006,178841
Alabama,Shelby County,2007,183491
Alabama,Shelby County,2008,188534
Alabama,Shelby County,2009,192708
Alabama,Shelby County,2010,195085
Alabama,Shelby County,2011,197952
Alabama,Shelby County,2012,200912
Alabama,Shelby County,2013,204039
Alabama,Shelby County,2014,206280
Alabama,Shelby County,2015,208959
Alabama,Shelby County,2016,211282
Alabama,Shelby County,2017,213633
Alabama,Shelby County,2018,215583
Alabama,Shelby County,2019,217702
Alabama,St. Clair County,2000,65080
Alabama,St. Clair County,2001,66093
Alabama,St. Clair County,2002,67274
Alabama,St. Clair County,2003,68629
Alabama,St. Clair County,2004,70416
Alabama,St. Clair County,2005,72596
Alabama,St. Clair County,2006,75948
Alabama,St. Clair County,2007,79348
Alabama,St. Clair County,2008,81223
Alabama,St. Clair County,2009,83009
Alabama,St. Clair County,2010,83593
Alabama,St. Clair County,2011,83975
Alabama,St. Clair County,2012,84761
Alabama,St. Clair County,2013,85810
Alabama,St. Clair County,2014,85996
Alabama,St. Clair County,2015,86546
Alabama,St. Clair County,2016,87306
Alabama,St. Clair County,2017,87926
Alabama,St. Clair County,2018,88654
Alabama,St. Clair County,2019,89512
Alabama,Sumter County,2000,14746
Alabama,Sumter County,2001,14630
Alabama,Sumter County,2002,14376
Alabama,Sumter County,2003,14329
Alabama,Sumter County,2004,14324
Alabama,Sumter County,2005,14143
Alabama,Sumter County,2006,14059
Alabama,Sumter County,2007,13926
Alabama,Sumter County,2008,13882
Alabama,Sumter County,2009,13746
Alabama,Sumter County,2010,13763
Alabama,Sumter County,2011,13490
Alabama,Sumter County,2012,13440
Alabama,Sumter County,2013,13394
Alabama,Sumter County,2014,13270
Alabama,Sumter County,2015,13206
Alabama,Sumter County,2016,12967
Alabama,Sumter County,2017,12749
Alabama,Sumter County,2018,12634
Alabama,Sumter County,2019,12427
Alabama,Talladega County,2000,80772
Alabama,Talladega County,2001,80939
Alabama,Talladega County,2002,81095
Alabama,Talladega County,2003,80900
Alabama,Talladega County,2004,81139
Alabama,Talladega County,2005,81546
Alabama,Talladega County,2006,81991
Alabama,Talladega County,2007,82226
Alabama,Talladega County,2008,82735
Alabama,Talladega County,2009,82674
Alabama,Talladega County,2010,82291
Alabama,Talladega County,2011,81863
Alabama,Talladega County,2012,82146
Alabama,Talladega County,2013,81578
Alabama,Talladega County,2014,81512
Alabama,Talladega County,2015,81128
Alabama,Talladega County,2016,80552
Alabama,Talladega County,2017,80142
Alabama,Talladega County,2018,80137
Alabama,Talladega County,2019,79978
Alabama,Tallapoosa County,2000,41689
Alabama,Tallapoosa County,2001,41406
Alabama,Tallapoosa County,2002,41044
Alabama,Tallapoosa County,2003,40898
Alabama,Tallapoosa County,2004,40904
Alabama,Tallapoosa County,2005,40857
Alabama,Tallapoosa County,2006,41243
Alabama,Tallapoosa County,2007,41414
Alabama,Tallapoosa County,2008,41668
Alabama,Tallapoosa County,2009,41831
Alabama,Tallapoosa County,2010,41616
Alabama,Tallapoosa County,2011,41402
Alabama,Tallapoosa County,2012,41048
Alabama,Tallapoosa County,2013,41028
Alabama,Tallapoosa County,2014,40884
Alabama,Tallapoosa County,2015,40605
Alabama,Tallapoosa County,2016,40586
Alabama,Tallapoosa County,2017,40613
Alabama,Tallapoosa County,2018,40535
Alabama,Tallapoosa County,2019,40367
Alabama,Tuscaloosa County,2000,165414
Alabama,Tuscaloosa County,2001,166951
Alabama,Tuscaloosa County,2002,168154
Alabama,Tuscaloosa County,2003,169725
Alabama,Tuscaloosa County,2004,171960
Alabama,Tuscaloosa County,2005,175731
Alabama,Tuscaloosa County,2006,181383
Alabama,Tuscaloosa County,2007,184350
Alabama,Tuscaloosa County,2008,188093
Alabama,Tuscaloosa County,2009,192792
Alabama,Tuscaloosa County,2010,194656
Alabama,Tuscaloosa County,2011,196745
Alabama,Tuscaloosa County,2012,198807
Alabama,Tuscaloosa County,2013,201084
Alabama,Tuscaloosa County,2014,203086
Alabama,Tuscaloosa County,2015,204767
Alabama,Tuscaloosa County,2016,206464
Alabama,Tuscaloosa County,2017,207618
Alabama,Tuscaloosa County,2018,208319
Alabama,Tuscaloosa County,2019,209355
Alabama,Walker County,2000,70602
Alabama,Walker County,2001,70364
Alabama,Walker County,2002,69765
Alabama,Walker County,2003,69105
Alabama,Walker County,2004,68629
Alabama,Walker County,2005,68500
Alabama,Walker County,2006,68234
Alabama,Walker County,2007,67695
Alabama,Walker County,2008,67835
Alabama,Walker County,2009,67347
Alabama,Walker County,2010,67023
Alabama,Walker County,2011,66585
Alabama,Walker County,2012,66104
Alabama,Walker County,2013,65777
Alabama,Walker County,2014,65338
Alabama,Walker County,2015,64931
Alabama,Walker County,2016,64533
Alabama,Walker County,2017,63895
Alabama,Walker County,2018,63669
Alabama,Walker County,2019,63521
Alabama,Washington County,2000,18101
Alabama,Washington County,2001,17933
Alabama,Washington County,2002,17895
Alabama,Washington County,2003,17910
Alabama,Washington County,2004,17801
Alabama,Washington County,2005,17690
Alabama,Washington County,2006,17705
Alabama,Washington County,2007,17491
Alabama,Washington County,2008,17496
Alabama,Washington County,2009,17493
Alabama,Washington County,2010,17581
Alabama,Washington County,2011,17355
Alabama,Washington County,2012,17146
Alabama,Washington County,2013,16897
Alabama,Washington County,2014,16868
Alabama,Washington County,2015,16832
Alabama,Washington County,2016,16621
Alabama,Washington County,2017,16522
Alabama,Washington County,2018,16402
Alabama,Washington County,2019,16326
Alabama,Wilcox County,2000,12939
Alabama,Wilcox County,2001,12806
Alabama,Wilcox County,2002,12778
Alabama,Wilcox County,2003,12600
Alabama,Wilcox County,2004,12493
Alabama,Wilcox County,2005,12369
Alabama,Wilcox County,2006,12221
Alabama,Wilcox County,2007,12208
